Time,Ax,Ay,Az
39.48,-16432,-2320,4516
39.5,-17588,-1932,3564
39.52,-17040,-2316,3864
39.54,-15880,-1856,4752
39.56,-15628,-1864,5320
39.58,-16300,-2084,5160
39.6,-16380,-2076,4488
39.62,-16448,-2084,4324
39.64,-16656,-2132,4356
39.66,-16796,-2132,4364
39.68,-16848,-2116,4320
39.7,-16632,-2008,4720
39.72,-16656,-1748,4824
39.74,-16820,-1908,5068
39.76,-16248,-2196,5832
39.78,-15516,-1984,6332
39.8,-14936,-2556,6692
39.82,-15044,-2100,6872
39.84,-15252,-1988,6080
39.86,-15824,-1904,5064
39.88,-16692,-2224,5212
39.9,-16940,-1912,5244
39.92,-16100,-1864,5904
39.94,-16320,-1752,6344
39.96,-15588,-1964,6508
39.98,-15564,-1840,6184
40.0,-16076,-1584,5928
40.02,-16908,-1784,5224
40.04,-16732,-1904,4412
40.06,-16720,-1968,3868
40.08,-16552,-2092,3412
40.1,-16460,-2216,2880
40.12,-16072,-2032,2896
40.14,-15776,-2112,3020
40.16,-16068,-1872,3752
40.18,-16688,-1896,4712
40.2,-16384,-1828,4836
40.22,-16508,-1596,4676
40.24,-16328,-1728,4440
40.26,-16096,-1908,4216
40.28,-16108,-1944,3656
40.3,-16340,-1864,3652
40.32,-16436,-1784,4080
40.34,-16228,-1820,4488
40.36,-16428,-1652,4476
40.38,-16728,-1644,3996
40.4,-16276,-1576,3808
40.42,-16460,-1444,3868
40.44,-16464,-1536,4092
40.46,-16220,-1532,4356
40.48,-16128,-1536,4576
40.5,-16536,-1532,4588
40.52,-16424,-1504,4184
40.54,-16324,-1692,4020
40.56,-16156,-1672,4048
40.58,-16368,-1600,4044
40.6,-16384,-1476,4092
40.62,-16240,-1592,4256
40.64,-15868,-1428,4484
40.66,-16292,-1552,4416
40.68,-16356,-1452,4136
40.7,-16460,-1672,3980
40.72,-16288,-1468,4216
40.74,-16032,-1548,4764
40.76,-16060,-1468,4560
40.78,-16644,-1344,3796
40.8,-16716,-1536,3600
40.82,-16680,-1480,3688
40.84,-16560,-1368,4044
40.86,-16288,-1556,4340
40.88,-16132,-1468,4308
40.9,-15760,-1580,4124
40.92,-15924,-1460,3932
40.94,-16392,-1600,3872
40.96,-16476,-1360,4176
40.98,-16344,-1400,4296
41.0,-16952,-1428,4048
41.02,-16976,-1568,3756
41.04,-16904,-1388,3660
41.06,-15092,-1556,4392
41.08,-15796,-1372,3968
41.1,-16740,-1596,3152
41.12,-16648,-1528,3484
41.14,-15488,-1424,4292
41.16,-16224,-1412,4316
41.18,-16776,-1432,3612
41.2,-16104,-1324,4080
41.22,-15552,-1484,4192
41.24,-15652,-1392,4124
41.26,-16776,-1196,3760
41.28,-16988,-1076,3584
41.3,-16836,-1028,3020
41.32,-16344,-824,3080
41.34,-15852,-1064,3340
41.36,-16144,-956,3320
41.38,-17320,-920,2864
41.4,-17336,-792,2580
41.42,-16688,-932,2656
41.44,-16276,-1064,3168
41.46,-16596,-1000,3020
41.48,-16796,-664,2852
41.5,-16608,-824,2412
41.52,-16988,-1644,1824
41.54,-16844,-1444,2032
41.56,-16552,-1312,3528
41.58,-16044,-1748,4132
41.6,-16164,-1792,4196
41.62,-16072,-848,4608
41.64,-16744,-1656,4372
41.66,-16468,-1772,4060
41.68,-16824,-1852,3868
41.7,-16944,-2000,3856
41.72,-16736,-2000,4568
41.74,-17120,-2256,4788
41.76,-17052,-2492,4880
41.78,-16976,-2376,5384
41.8,-18516,-2152,5568
41.82,-21016,-1452,5668
41.84,-18236,-2628,4340
41.86,-16864,-3888,3208
41.88,-17880,-2748,2980
41.9,-18620,-2384,4544
41.92,-16048,-3212,6320
41.94,-11496,-2920,8916
41.96,-8580,-2924,11836
41.98,-9540,-3476,13204
42.0,-12448,-3852,13016
42.02,-14448,-3528,11916
42.04,-15812,-3548,11168
42.06,-15012,-3484,10944
42.08,-14244,-3184,11964
42.1,-13408,-4536,11800
42.12,-11436,-5312,10880
42.14,-11564,-4684,9660
42.16,-12620,-5428,8160
42.18,-14884,-6016,7304
42.2,-14320,-5044,7508
42.22,-13504,-3940,8916
42.24,-14244,-5704,9660
42.26,-14680,-4820,8968
42.28,-14732,-4772,7960
42.3,-15596,-4024,7612
42.32,-14516,-4612,8128
42.34,-14128,-4984,7200
42.36,-15252,-4312,6948
42.38,-15376,-3884,6924
42.4,-15916,-3456,6340
42.42,-16848,-3824,6328
42.44,-16552,-3440,6056
42.46,-16452,-3784,6312
42.48,-17336,-3364,6420
42.5,-18216,-3544,5940
42.52,-17528,-3468,6160
42.54,-16528,-3376,6640
42.56,-16168,-3456,7216
42.58,-15456,-3176,8032
42.6,-14540,-2984,8600
42.62,-14812,-3056,8832
42.64,-14896,-3328,8472
42.66,-15200,-3296,8356
42.68,-15864,-3400,7944
42.7,-15764,-3520,7576
42.72,-15384,-2896,7588
42.74,-16192,-3144,7456
42.76,-17560,-3244,7656
42.78,-17336,-3252,7784
42.8,-16144,-3120,8180
42.82,-14792,-3300,8208
42.84,-13396,-3372,7660
42.86,-14032,-3468,7292
42.88,-15160,-3648,6868
42.9,-15112,-3560,6572
42.92,-15128,-3596,5860
42.94,-15812,-3696,5144
42.96,-16348,-3340,4916
42.98,-16680,-3128,5180
43.0,-16976,-2564,5832
43.02,-17432,-1408,7372
43.04,-17224,-1648,8788
43.06,-16300,-2344,10112
43.08,-15812,-2024,10448
43.1,-15240,-1468,9924
43.12,-14604,-2280,9404
43.14,-14792,-2724,8380
43.16,-15588,-2348,7504
43.18,-16168,-2436,7388
43.2,-16416,-2584,7092
43.22,-16160,-2696,7092
43.24,-15932,-2452,7132
43.26,-16104,-2260,7216
43.28,-16120,-2412,7392
43.3,-16084,-2692,7372
43.32,-16444,-2324,7256
43.34,-16352,-1824,7448
43.36,-15936,-2300,7564
43.38,-15532,-2868,7552
43.4,-15964,-2704,7224
43.42,-16448,-2684,7184
43.44,-16344,-2416,7240
43.46,-15896,-2640,7044
43.48,-15792,-2676,6956
43.5,-16108,-2468,6904
43.52,-16076,-2424,6956
43.54,-16048,-2492,7044
43.56,-15808,-2724,7020
43.58,-15968,-2584,6868
43.6,-15984,-2480,6764
43.62,-16056,-2584,7036
43.64,-16000,-2724,7140
43.66,-15944,-2680,7044
43.68,-15840,-2536,7068
43.7,-15984,-2456,7076
43.72,-15800,-2740,7004
43.74,-15660,-2696,6896
43.76,-15972,-2580,6848
43.78,-16108,-2456,6672
43.8,-16072,-2556,6880
43.82,-15888,-2704,6916
43.84,-15796,-2584,6748
43.86,-16128,-2704,6996
43.88,-16368,-2540,7048
43.9,-15852,-2700,7116
43.92,-15876,-2704,6896
43.94,-16072,-2576,6780
43.96,-16156,-2368,7008
43.98,-15800,-2608,7088
44.0,-15828,-2692,7032
44.02,-16148,-2552,6736
44.04,-16232,-2696,6632
44.06,-16116,-2580,6804
44.08,-15920,-2524,6824
44.1,-15916,-2584,6936
44.12,-16028,-2572,7012
44.14,-16048,-2628,7028
44.16,-15956,-2496,7024
44.18,-16008,-2632,6868
44.2,-15900,-2736,6984
44.22,-15908,-2612,6916
44.24,-16056,-2516,7120
44.26,-15856,-2496,7096
44.28,-15764,-2604,7072
44.3,-15996,-2612,7036
44.32,-15996,-2564,7048
44.34,-15960,-2484,6976
44.36,-15828,-2628,7008
44.38,-15912,-2620,7000
44.4,-15932,-2604,6976
44.42,-16120,-2560,7004
44.44,-15924,-2632,6976
44.46,-15892,-2560,7028
44.48,-16236,-2644,6860
44.5,-16160,-2560,7036
44.52,-15704,-2724,7016
44.54,-16012,-2624,7004
44.56,-16076,-2524,6936
44.58,-16120,-2704,6984
44.6,-15964,-2556,7020
44.62,-15820,-2488,7116
44.64,-15924,-2604,6892
44.66,-16064,-2712,6996
44.68,-16160,-2512,6936
44.7,-16028,-2484,6996
44.72,-16012,-2640,7020
44.74,-16056,-2592,7112
44.76,-15760,-2440,7092
